title,user name,date,comments,views,up votes
Ukrainian Alarm Clock:  Wake Up Little Rabbit,puretone,01/10/2022,44,115316,82
Wow...Sneaky Killer Executes Man with Perfect Headshot ,oguzhan1864,01/10/2022,37,77856,43
Dead man in the yard of his house - La Tía Del Gore ,LaTiaDelGore,01/10/2022,13,8928,8
"Shoot First, Ask Questions Later",BruceLeroy,01/10/2022,18,23622,13
"HORRIBLE DEATH, man crushing himself by train",jason2000,30/09/2022,48,92032,52
Brutally beaten in the streets of Spain,jason2000,30/09/2022,17,7490,10
Part 2: Female Student Stabbed to Death by Another Student,jDoeJa,30/09/2022,18,14270,10
The Explosion of a Nitrogen Drum in the House of Culture of Girona Leaves 18 Injured.,User404,30/09/2022,73,137540,85
When Trying to Steal Money in Brazil Goes Wrong.,amine666,30/09/2022,29,56506,37
Shitty Day On The Job For Mechanic,BruceLeroy,30/09/2022,70,148992,95
Man Leaves Brazil Forever After Heart Attack In The Gym,User404,30/09/2022,65,80916,50
She Used To Have Nice Tits When She Was Alive,User404,30/09/2022,30,70608,29
Deadly School Fight in Jamaica at Kingston Technical High School,jDoeJa,30/09/2022,17,12704,5
"Bodycam Footage Of Deputy Shooting Armed Man at Auto Body Shop in Rosemead, California",User404,30/09/2022,29,35968,35
Feel the weight of my motherfucking paw,jason2000,30/09/2022,12,5564,5
Victim of barbaric murder,jason2000,30/09/2022,11,5916,6
terrible accident at high speed,jason2000,30/09/2022,14,6306,7
"Couple Kidnapped, Handcuffed And Executed",BruceLeroy,30/09/2022,60,163630,91
Canadian Trucker Squashed,CatCalledChester41,30/09/2022,12,11494,4
Why You Don't Fuck With A Married Woman,BruceLeroy,30/09/2022,15,16246,7
In Portugal the bulls are dangerous,jason2000,30/09/2022,12,4546,5
Horrible Accident Turned His Face into Halloween Mask,jason2000,30/09/2022,69,68110,76
killed by the police when taking a gun against a dog,jason2000,30/09/2022,21,9300,20
Desperate effort to restart heart of drowned Chinese woman.,amine666,30/09/2022,33,89342,40
Nude mistress gets beaten by angry wife ,amine666,30/09/2022,54,239220,128
Examination nude dead corps of blonde woman ,amine666,30/09/2022,17,42500,24
that’s very embarrassing,amine666,30/09/2022,19,21324,9
Chinese woman horribly stabbed by her sister (the lady in green),amine666,30/09/2022,13,13178,9
"idiot drowned in the lake, left floating - La Tía Del Gore ",LaTiaDelGore,30/09/2022,11,6856,9
Chinese girl stabbed in front of her boyfriend by jealous girl ,amine666,30/09/2022,16,11818,6
Dead Bodies Russian soldiers everywhere,amine666,30/09/2022,15,26616,26
-FIXED-LIGHT ATTACKS IN COLOMBIA,jason2000,30/09/2022,15,21746,7
UPDATE: Run Little Rabbit Run! Oh No! Ambush!,puretone,29/09/2022,0,0,9
FDNY Veteran Fatally Stabbed In Unprovoked Attack,BruceLeroy,29/09/2022,50,81648,62
Truck With Faulty Brakes Destroys Mini Bus & Passengers,BruceLeroy,29/09/2022,39,85516,57
